	date	title	link
1284	2021-01-15	На Украине в феврале могут зарегистрировать китайскую вакцину от коронавируса	file:///news/2021-01-13/399875-na_ukraine_v_fevrale_mogut_zaregistrirovat_kitayskuyu_vaktsinu_ot_koronavirusa
1285	2021-01-13	В Херсоне вандалы разрушили памятники на могилах воинов-освободителей Великой Отечественной	file:///news/2021-01-13/399838-v_hersone_vandaly_razrushili_pamyatniki_na_mogilah_voinov_osvoboditeley_velikoy_otechestvennoy
1286	2021-01-13	В Берлине больше шести часов продолжалась встреча политсоветников лидеров нормандской четверки	file:///news/2021-01-13/399828-v_berline_bolshe_shesti_chasov_prodolzhalas_vstrecha_politsovetnikov_liderov_normandskoy_chetverki
1287	2021-01-13	Выпуск программы «Время» в 21:00 от 08.01.2021	file:///news/2021-01-08/399616-vypusk_programmy_vremya_v_21_00_ot_08_01_2021
1288	2021-01-08	В европейских странах по-прежнему не обходится без скандалов, связанных с вакцинацией от COVID-19	file:///news/2021-01-08/399619-v_evropeyskih_stranah_po_prezhnemu_ne_obhoditsya_bez_skandalov_svyazannyh_s_vaktsinatsiey_ot_covid_19
1289	2021-01-08	Регистрации «Спутника V» на Украине будет добиваться одна из крупнейших местных фармкомпаний	file:///news/2021-01-02/399475-registratsii_sputnika_v_na_ukraine_budet_dobivatsya_odna_iz_krupneyshih_mestnyh_farmkompaniy
1290	2021-01-02	На Украине документы на регистрацию препарата «Спутник V» подала одна из местных фармкомпаний	file:///news/2021-01-02/399467-na_ukraine_dokumenty_na_registratsiyu_preparata_sputnik_v_podala_odna_iz_mestnyh_farmkompaniy
1291	2021-01-02	В Киеве отметили день рождения Степана Бандеры	file:///news/2021-01-02/399458-v_kieve_otmetili_den_rozhdeniya_stepana_bandery
1292	2021-01-02	На Украине ситуацией с вакцинами против коронавируса возмутился президент Владимир Зеленский	file:///news/2020-12-20/398814-na_ukraine_situatsiey_s_vaktsinami_protiv_koronavirusa_vozmutilsya_prezident_vladimir_zelenskiy
1293	2020-12-20	На Украине ситуацией с вакцинами возмутился президент Владимир Зеленский	file:///news/2020-12-20/398788-na_ukraine_situatsiey_s_vaktsinami_vozmutilsya_prezident_vladimir_zelenskiy
1294	2020-12-20	Выпуск новостей в 10:00 от 20.12.2020	file:///news/2020-12-20/398786-vypusk_novostey_v_10_00_ot_20_12_2020
1295	2020-12-20	Генассамблея ООН абсолютным большинством поддержала резолюцию России против героизации нацизма	file:///news/2020-12-17/398634-genassambleya_oon_absolyutnym_bolshinstvom_podderzhala_rezolyutsiyu_rossii_protiv_geroizatsii_natsizma
1296	2020-12-17	Попытку проникновения с оружием с территории Украины пресекли российские пограничники	file:///news/2020-12-04/397960-popytku_proniknoveniya_s_oruzhiem_s_territorii_ukrainy_presekli_rossiyskie_pogranichniki
1297	2020-12-04	Пограничники РФ пресекли попытку проникновения группы вооруженных людей со стороны Украины	file:///news/2020-12-04/397941-pogranichniki_rf_presekli_popytku_proniknoveniya_gruppy_vooruzhennyh_lyudey_so_storony_ukrainy
1298	2020-12-04	Выпуск новостей в 12:00 от 04.12.2020	file:///news/2020-12-04/397917-vypusk_novostey_v_12_00_ot_04_12_2020
1299	2020-12-04	В Москве задержали гражданку Украины, которая пыталась продать своего новорожденного ребенка	file:///news/2020-11-13/396689-v_moskve_zaderzhali_grazhdanku_ukrainy_kotoraya_pytalas_prodat_svoego_novorozhdennogo_rebenka
1300	2020-11-13	Президент Украины Владимир Зеленский объявил, что заразился коронавирусом	file:///news/2020-11-09/396475-prezident_ukrainy_vladimir_zelenskiy_ob_yavil_chto_zarazilsya_koronavirusom
1301	2020-11-09	В большинстве стран из-за коронавируса меры безопасности становятся все строже	file:///news/2020-11-06/396286-v_bolshinstve_stran_iz_za_koronavirusa_mery_bezopasnosti_stanovyatsya_vse_strozhe
1302	2020-11-06	Представитель ВОЗ Мелита Вуйнович: Мир переживает критический этап пандемии коронавируса	file:///news/2020-11-03/396163-predstavitel_voz_melita_vuynovich_mir_perezhivaet_kriticheskiy_etap_pandemii_koronavirusa
1303	2020-11-03	В Киеве митингующие требовали отставки всех судей Конституционного суда	file:///news/2020-10-30/395954-v_kieve_mitinguyuschie_trebovali_otstavki_vseh_sudey_konstitutsionnogo_suda
1304	2020-10-30	На Украине подводят итоги местных выборов	file:///news/2020-10-26/395666-na_ukraine_podvodyat_itogi_mestnyh_vyborov
1305	2020-10-26	Выпуск новостей в 07:00 от 26.10.2020	file:///news/2020-10-26/395650-vypusk_novostey_v_07_00_ot_26_10_2020
1306	2020-10-26	На Украине подводят итоги выборов в органы местного самоуправления	file:///news/2020-10-26/395654-na_ukraine_podvodyat_itogi_vyborov_v_organy_mestnogo_samoupravleniya
1307	2020-10-26	В аэропорту Внуково встретили моряков, освобожденных из пиратского плена в Центральной Африке	file:///news/2020-10-22/395484-v_aeroportu_vnukovo_vstretili_moryakov_osvobozhdennyh_iz_piratskogo_plena_v_tsentralnoy_afrike
1308	2020-10-22	Возрождение экономических связей Украины с Россией обсудили в Москве	file:///news/2020-10-21/395442-vozrozhdenie_ekonomicheskih_svyazey_ukrainy_s_rossiey_obsudili_v_moskve
1309	2020-10-21	В Одессе вернут названия улицам, которые переименовали во времена губернаторства Михаила Саакашвили	file:///news/2020-10-17/395176-v_odesse_vernut_nazvaniya_ulitsam_kotorye_pereimenovali_vo_vremena_gubernatorstva_mihaila_saakashvili
1310	2020-10-17	В Стамбуле состоялись переговоры президентов Турции и Украины	file:///news/2020-10-16/395162-v_stambule_sostoyalis_peregovory_prezidentov_turtsii_i_ukrainy
1311	2020-10-16	Едва ли не критической называют ситуацию с коронавирусом на Украине	file:///news/2020-10-16/395148-edva_li_ne_kriticheskoy_nazyvayut_situatsiyu_s_koronavirusom_na_ukraine
1312	2020-10-16	В мире число зараженных COVID-19 приближается к 39 миллионам	file:///news/2020-10-16/395130-v_mire_chislo_zarazhennyh_covid_19_priblizhaetsya_k_39_millionam
1313	2020-10-16	Число зараженных коронавирусом в мире приближается к 39 миллионам	file:///news/2020-10-16/395122-chislo_zarazhennyh_koronavirusom_v_mire_priblizhaetsya_k_39_millionam
1314	2020-10-16	На Украине начались проверки телеканалов из-за трансляции встречи Владимира Путина и Виктора Медведчука	file:///news/2020-10-16/395116-na_ukraine_nachalis_proverki_telekanalov_iz_za_translyatsii_vstrechi_vladimira_putina_i_viktora_medvedchuka
1315	2020-10-16	Несмотря на ситуацию с коронавирусом, на Украине состоялось массовое шествие националистов	file:///news/2020-10-16/395115-nesmotrya_na_situatsiyu_s_koronavirusom_na_ukraine_sostoyalos_massovoe_shestvie_natsionalistov
1316	2020-10-16	Власти Украины организуют проверку в отношении трех телеканалов	file:///news/2020-10-16/395105-vlasti_ukrainy_organizuyut_proverku_v_otnoshenii_treh_telekanalov
1317	2020-10-16	В Киеве представители националистических партий прошли маршем к офису Владимира Зеленского	file:///news/2020-10-14/395012-v_kieve_predstaviteli_natsionalisticheskih_partiy_proshli_marshem_k_ofisu_vladimira_zelenskogo
1318	2020-10-14	В Москве Владимир Путин принял известного украинского политика Виктора Медведчука	file:///news/2020-10-06/394554-v_moskve_vladimir_putin_prinyal_izvestnogo_ukrainskogo_politika_viktora_medvedchuka
1319	2020-10-06	Момент крушения самолета Ан-26 в Харьковской области записали камеры наблюдения	file:///news/2020-09-26/393988-moment_krusheniya_samoleta_an_26_v_harkovskoy_oblasti_zapisali_kamery_nablyudeniya
1320	2020-09-26	Соболезнования в связи с гибелью людей в авиакатастрофе на Украине выразил патриарх Московский и всея Руси	file:///news/2020-09-26/393989-soboleznovaniya_v_svyazi_s_gibelyu_lyudey_v_aviakatastrofe_na_ukraine_vyrazil_patriarh_moskovskiy_i_vseya_rusi
1321	2020-09-26	На Украине объявлен общенациональный траур по погибшим при крушении самолета Ан-26	file:///news/2020-09-26/393979-na_ukraine_ob_yavlen_obschenatsionalnyy_traur_po_pogibshim_pri_krushenii_samoleta_an_26
1322	2020-09-26	Выпуск новостей в 10:00 от 26.09.2020	file:///news/2020-09-26/393970-vypusk_novostey_v_10_00_ot_26_09_2020
1323	2020-09-26	В Харьковской области разбился военный самолет Ан-26, предположительно с курсантами	file:///news/2020-09-25/393969-v_harkovskoy_oblasti_razbilsya_voennyy_samolet_an_26_predpolozhitelno_s_kursantami
1324	2020-09-25	Президент Белоруссии ответил на обвинения оппозиции и поддерживающих ее западных стран	file:///news/2020-09-24/393872-prezident_belorussii_otvetil_na_obvineniya_oppozitsii_i_podderzhivayuschih_ee_zapadnyh_stran
1325	2020-09-24	Выпуск новостей в 07:00 от 24.09.2020	file:///news/2020-09-24/393834-vypusk_novostey_v_07_00_ot_24_09_2020
1326	2020-09-24	На Украине суд не признал символику дивизии СС «Галичина» нацистской	file:///news/2020-09-24/393838-na_ukraine_sud_ne_priznal_simvoliku_divizii_ss_galichina_natsistskoy
1327	2020-09-24	Британские военные отпустили двусмысленный комментарий в адрес Украины	file:///news/2020-09-23/393818-britanskie_voennye_otpustili_dvusmyslennyy_kommentariy_v_adres_ukrainy
1328	2020-09-23	Минобороны Великобритании в своем Twitter назвало Украину «задним двором России»	file:///news/2020-09-23/393806-minoborony_velikobritanii_v_svoem_twitter_nazvalo_ukrainu_zadnim_dvorom_rossii
1329	2020-09-23	Новый поворот произошел в громком деле с недавним задержанием в Белоруссии россиян	file:///news/2020-09-11/393114-novyy_povorot_proizoshel_v_gromkom_dele_s_nedavnim_zaderzhaniem_v_belorussii_rossiyan
1330	2020-09-11	На Украине русскоязычные школы перевели на национальный язык	file:///news/2020-09-01/392503-na_ukraine_russkoyazychnye_shkoly_pereveli_na_natsionalnyy_yazyk
1331	2020-09-01	Киев запустил новый этап украинизации — обучение в русскоязычных школах будет вестись только на государственном языке	file:///news/2020-09-01/392461-kiev_zapustil_novyy_etap_ukrainizatsii_obuchenie_v_russkoyazychnyh_shkolah_budet_vestis_tolko_na_gosudarstvennom_yazyke
1332	2020-09-01	Выпуск программы «Время» в 21:00 от 28.08.2020	file:///news/2020-08-28/392312-vypusk_programmy_vremya_v_21_00_ot_28_08_2020
1333	2020-08-28	На Украине в статус подозреваемых перевели 14 задержанных участников нападения на активистов оппозиции под Харьковом	file:///news/2020-08-28/392302-na_ukraine_v_status_podozrevaemyh_pereveli_14_zaderzhannyh_uchastnikov_napadeniya_na_aktivistov_oppozitsii_pod_harkovom
1334	2020-08-28	Выпуск новостей в 18:00 от 28.08.2020	file:///news/2020-08-28/392284-vypusk_novostey_v_18_00_ot_28_08_2020
1335	2020-08-28	На Украине ищут участников жестокого нападения на оппозиционеров под Харьковом	file:///news/2020-08-28/392286-na_ukraine_ischut_uchastnikov_zhestokogo_napadeniya_na_oppozitsionerov_pod_harkovom
1336	2020-08-28	Выпуск новостей в 15:00 от 28.08.2020	file:///news/2020-08-28/392274-vypusk_novostey_v_15_00_ot_28_08_2020
1337	2020-08-28	На Украине расстреляли автобус, в котором находились участники общественной организации «Патриоты — За жизнь»	file:///news/2020-08-28/392275-na_ukraine_rasstrelyali_avtobus_v_kotorom_nahodilis_uchastniki_obschestvennoy_organizatsii_patrioty_za_zhizn
1338	2020-08-28	Выпуск новостей в 12:00 от 28.08.2020	file:///news/2020-08-28/392263-vypusk_novostey_v_12_00_ot_28_08_2020
1339	2020-08-28	Неудавшиеся планы СБУ сначала с задержанием граждан РФ в Белоруссии, теперь в истории с похищением одного из лидеров ополчения Донбасса	file:///news/2020-08-23/391907-neudavshiesya_plany_sbu_snachala_s_zaderzhaniem_grazhdan_rf_v_belorussii_teper_v_istorii_s_pohischeniem_odnogo_iz_liderov_opolcheniya_donbassa
1340	2020-08-23	Выпуск программы «Время» в 21:00 от 20.08.2020	file:///news/2020-08-20/391767-vypusk_programmy_vremya_v_21_00_ot_20_08_2020
1341	2020-08-20	Масштабная спецоперация ФСБ позволила сорвать преступные планы Украинской службы безопасности	file:///news/2020-08-20/391772-masshtabnaya_spetsoperatsiya_fsb_pozvolila_sorvat_prestupnye_plany_ukrainskoy_sluzhby_bezopasnosti
1342	2020-08-20	Готовившие похищение одного из лидеров ополчения Донбасса дали признательные показания	file:///news/2020-08-20/391765-gotovivshie_pohischenie_odnogo_iz_liderov_opolcheniya_donbassa_dali_priznatelnye_pokazaniya
1343	2020-08-20	Российские силовики пресекли попытку похитить в России одного из лидеров ополчения Донбасса	file:///news/2020-08-20/391744-rossiyskie_siloviki_presekli_popytku_pohitit_v_rossii_odnogo_iz_liderov_opolcheniya_donbassa
1344	2020-08-20	Выпуск новостей в 12:00 от 20.08.2020	file:///news/2020-08-20/391731-vypusk_novostey_v_12_00_ot_20_08_2020
1345	2020-08-20	Служба безопасности Украины попыталась похитить одного из лидеров ополчения Донбасса	file:///news/2020-08-20/391732-sluzhba_bezopasnosti_ukrainy_popytalas_pohitit_odnogo_iz_liderov_opolcheniya_donbassa
1346	2020-08-20	Сверстники встали на защиту юного Максима Ткачука, которого Украине не пускает на Евровидение	file:///news/2020-08-19/391703-sverstniki_vstali_na_zaschitu_yunogo_maksima_tkachuka_kotorogo_ukraine_ne_puskaet_na_evrovidenie
1347	2020-08-19	Мальчика-сироту затравили на Украине из-за песни «Смуглянка»	file:///news/2020-08-18/391633-malchika_sirotu_zatravili_na_ukraine_iz_za_pesni_smuglyanka
1348	2020-08-18	История с задержанием россиян в Белоруссии оказалась украинской провокацией	file:///news/2020-08-09/391019-istoriya_s_zaderzhaniem_rossiyan_v_belorussii_okazalas_ukrainskoy_provokatsiey
1349	2020-08-09	Выпуск новостей в 12:00 от 28.07.2020	file:///news/2020-07-28/390251-vypusk_novostey_v_12_00_ot_28_07_2020
1350	2020-07-28	Праздничные мероприятия в честь Дня крещения Руси проходят в России и на Украине	file:///news/2020-07-28/390244-prazdnichnye_meropriyatiya_v_chest_dnya_krescheniya_rusi_prohodyat_v_rossii_i_na_ukraine
1351	2020-07-28	В зоне конфликта в Донбассе вступило в силу бессрочное перемирие	file:///news/2020-07-27/390213-v_zone_konflikta_v_donbasse_vstupilo_v_silu_bessrochnoe_peremirie
1352	2020-07-27	Вступили в силу дополнительные меры по прекращению огня в Донбассе	file:///news/2020-07-27/390171-vstupili_v_silu_dopolnitelnye_mery_po_prekrascheniyu_ognya_v_donbasse
1353	2020-07-27	С 27 июля вступили в силу дополнительные меры по прекращению огня в Донбассе	file:///news/2020-07-27/390159-s_27_iyulya_vstupili_v_silu_dopolnitelnye_mery_po_prekrascheniyu_ognya_v_donbasse
1354	2020-07-27	Важный политический диалог России и Украины: Владимиру Путину позвонил Владимир Зеленский	file:///news/2020-07-26/390138-vazhnyy_politicheskiy_dialog_rossii_i_ukrainy_vladimiru_putinu_pozvonil_vladimir_zelenskiy
1355	2020-07-26	На Украине произошел второй на этой неделе захват заложников	file:///news/2020-07-23/390004-na_ukraine_proizoshel_vtoroy_na_etoy_nedele_zahvat_zalozhnikov
1356	2020-07-23	На Украине благополучно завершилась уже вторая за эту неделю драма с захватом заложников	file:///news/2020-07-23/389991-na_ukraine_blagopoluchno_zavershilas_uzhe_vtoraya_za_etu_nedelyu_drama_s_zahvatom_zalozhnikov
1357	2020-07-23	На Украине в Полтаве неизвестный захватил заложника и угрожает взорвать гранату	file:///news/2020-07-23/389971-na_ukraine_v_poltave_neizvestnyy_zahvatil_zalozhnika_i_ugrozhaet_vzorvat_granatu
1358	2020-07-23	В украинском Луцке более 12 часов удерживал заложников в автобусе вооруженный мужчина	file:///news/2020-07-22/389882-v_ukrainskom_lutske_bolee_12_chasov_uderzhival_zalozhnikov_v_avtobuse_vooruzhennyy_muzhchina
1359	2020-07-22	Более 200 человек прибыли в Москву вывозным рейсом из стран Африки из-за ситуации с коронавирусом	file:///news/2020-07-20/389742-bolee_200_chelovek_pribyli_v_moskvu_vyvoznym_reysom_iz_stran_afriki_iz_za_situatsii_s_koronavirusom
1360	2020-07-20	В течение дня Владимир Путин провел два международных телефонных разговора	file:///news/2020-07-15/389514-v_techenie_dnya_vladimir_putin_provel_dva_mezhdunarodnyh_telefonnyh_razgovora
1361	2020-07-15	Владимир Путин обсудил с членами Совбеза России ситуацию в Донбассе и Ливии	file:///news/2020-07-10/389207-vladimir_putin_obsudil_s_chlenami_sovbeza_rossii_situatsiyu_v_donbasse_i_livii
1362	2020-07-10	На Украине обнародована скандальная аудиозапись разговора предположительно Петра Порошенко и Джо Байдена	file:///news/2020-07-09/389166-na_ukraine_obnarodovana_skandalnaya_audiozapis_razgovora_predpolozhitelno_petra_poroshenko_i_dzho_baydena
1363	2020-07-09	Выпуск новостей в 18:00 от 09.07.2020	file:///news/2020-07-09/389147-vypusk_novostey_v_18_00_ot_09_07_2020
1364	2020-07-09	В Киеве суд избирает меру пресечения бывшему президенту Украины Петру Порошенко	file:///news/2020-07-08/389074-v_kieve_sud_izbiraet_meru_presecheniya_byvshemu_prezidentu_ukrainy_petru_poroshenko
1365	2020-07-08	В Луганской области Украины жертвами природного пожара стали шесть человек	file:///news/2020-07-08/389048-v_luganskoy_oblasti_ukrainy_zhertvami_prirodnogo_pozhara_stali_shest_chelovek
1366	2020-07-08	Очередной политический скандал разгорается на Украине	file:///news/2020-07-02/388678-ocherednoy_politicheskiy_skandal_razgoraetsya_na_ukraine
1367	2020-07-02	На Украине из-за проливных дождей подтопленными оказались пять областей	file:///news/2020-06-25/388317-na_ukraine_iz_za_prolivnyh_dozhdey_podtoplennymi_okazalis_pyat_oblastey
1368	2020-06-25	В Киеве националисты устроили драку с полицией возле здания офиса президента Украины	file:///news/2020-06-17/387861-v_kieve_natsionalisty_ustroili_draku_s_politsiey_vozle_zdaniya_ofisa_prezidenta_ukrainy
1369	2020-06-17	Через КПП «Тиса» было приостановлено движение на границе Украины и Венгрии	file:///news/2020-06-01/386858-cherez_kpp_tisa_bylo_priostanovleno_dvizhenie_na_granitse_ukrainy_i_vengrii
1370	2020-06-01	Несколько часов было заблокировано движение через КПП «Тиса» на границе Украины и Венгрии	file:///news/2020-06-01/386849-neskolko_chasov_bylo_zablokirovano_dvizhenie_cherez_kpp_tisa_na_granitse_ukrainy_i_vengrii
1371	2020-06-01	Бывший президент Украины всеми правдами и неправдами пытается избежать встречи со следователями	file:///news/2020-05-29/386765-byvshiy_prezident_ukrainy_vsemi_pravdami_i_nepravdami_pytaetsya_izbezhat_vstrechi_so_sledovatelyami
1372	2020-05-29	Глава украинского МИД предложил ликвидировать руководство республик Донбасса	file:///news/2020-05-28/386696-glava_ukrainskogo_mid_predlozhil_likvidirovat_rukovodstvo_respublik_donbassa
1373	2020-05-28	На Украине выпустили компьютерную игру, в которой Гитлер принимает парад на Красной площади	file:///news/2020-05-26/386564-na_ukraine_vypustili_kompyuternuyu_igru_v_kotoroy_gitler_prinimaet_parad_na_krasnoy_ploschadi
1374	2020-05-26	Петр Порошенко вместо допроса по делу о контрабанде картин на Украину пришел к себе же на выставку	file:///news/2020-05-26/386545-petr_poroshenko_vmesto_doprosa_po_delu_o_kontrabande_kartin_na_ukrainu_prishel_k_sebe_zhe_na_vystavku
1375	2020-05-26	Экс-президент Украины Петр Порошенко, вместо того чтобы пойти на допрос, открыл выставку картин	file:///news/2020-05-26/386531-eks_prezident_ukrainy_petr_poroshenko_vmesto_togo_chtoby_poyti_na_dopros_otkryl_vystavku_kartin
1376	2020-05-26	Петр Порошенко не явился на допрос в Государственное бюро расследований Украины	file:///news/2020-05-26/386521-petr_poroshenko_ne_yavilsya_na_dopros_v_gosudarstvennoe_byuro_rassledovaniy_ukrainy
1377	2020-05-26	Выпуск программы «Время» в 21:00 от 24.05.2020	file:///news/2020-05-24/386411-vypusk_programmy_vremya_v_21_00_ot_24_05_2020
1378	2020-05-24	Владимир Зеленский решил подвести итоги первого года своего пребывания у руля Украины	file:///news/2020-05-24/386419-vladimir_zelenskiy_reshil_podvesti_itogi_pervogo_goda_svoego_prebyvaniya_u_rulya_ukrainy
1379	2020-05-24	Владимир Зеленский подведет итоги первого года президентства	file:///news/2020-05-20/386154-vladimir_zelenskiy_podvedet_itogi_pervogo_goda_prezidentstva
1380	2020-05-20	На Украине отмечается годовщина прихода к власти Владимира Зеленского	file:///news/2020-05-20/386143-na_ukraine_otmechaetsya_godovschina_prihoda_k_vlasti_vladimira_zelenskogo
1381	2020-05-20	Громкий скандал разразился на Украине вокруг бывшего президента страны Петра Порошенко	file:///news/2020-05-19/386127-gromkiy_skandal_razrazilsya_na_ukraine_vokrug_byvshego_prezidenta_strany_petra_poroshenko
1382	2020-05-19	Выпуск новостей в 18:00 от 19.05.2020	file:///news/2020-05-19/386121-vypusk_novostey_v_18_00_ot_19_05_2020
1383	2020-05-19	Депутат Верховной рады Украины потребовал возбудить против Петра Порошенко дело о госизмене	file:///news/2020-05-19/386126-deputat_verhovnoy_rady_ukrainy_potreboval_vozbudit_protiv_petra_poroshenko_delo_o_gosizmene
1384	2020-05-19	Дело нацистов и их местных пособников ожило на западе Украины	file:///news/2020-05-13/385788-delo_natsistov_i_ih_mestnyh_posobnikov_ozhilo_na_zapade_ukrainy
1385	2020-05-13	Посол Украины в Турции пригрозил курорту Аланье бойкотом со стороны украинских туристов	file:///news/2020-05-13/385730-posol_ukrainy_v_turtsii_prigrozil_kurortu_alanie_boykotom_so_storony_ukrainskih_turistov
1386	2020-05-13	На Украине телеканал «Интер» проводит онлайн-марафон «Наш полк»	file:///news/2020-05-09/385552-na_ukraine_telekanal_inter_provodit_onlayn_marafon_nash_polk
1387	2020-05-09	Михаил Саакашвили возвращается в украинскую политику	file:///news/2020-05-08/385523-mihail_saakashvili_vozvraschaetsya_v_ukrainskuyu_politiku
1388	2020-05-08	Владимир Путин направил поздравления с 75-летием Великой Победы лидерам и гражданам более 10 государств	file:///news/2020-05-08/385486-vladimir_putin_napravil_pozdravleniya_s_75_letiem_velikoy_pobedy_lideram_i_grazhdanam_bolee_10_gosudarstv
1389	2020-05-08	США, Великобритания, Украина, Грузия и ЕС заблокировали резолюцию по борьбе с коронавирусом	file:///news/2020-04-03/383176-ssha_velikobritaniya_ukraina_gruziya_i_es_zablokirovali_rezolyutsiyu_po_borbe_s_koronavirusom
1390	2020-04-03	Верховная Рада Украины приняла скандальный закон о рынке земли, на котором настаивали в МВФ	file:///news/2020-03-31/382938-verhovnaya_rada_ukrainy_prinyala_skandalnyy_zakon_o_rynke_zemli_na_kotorom_nastaivali_v_mvf
1391	2020-03-31	Владимир Зеленский заявил об угрозе дефолта на Украине	file:///news/2020-03-30/382850-vladimir_zelenskiy_zayavil_ob_ugroze_defolta_na_ukraine
1392	2020-03-30	Спецпоезд из Москвы стал для украинцев последней возможностью вернуться во время карантина на родину	file:///news/2020-03-28/382788-spetspoezd_iz_moskvy_stal_dlya_ukraintsev_posledney_vozmozhnostyu_vernutsya_vo_vremya_karantina_na_rodinu
1393	2020-03-28	Украина полностью закрыла границы на въезд и выезд, в том числе и для своих граждан	file:///news/2020-03-28/382782-ukraina_polnostyu_zakryla_granitsy_na_v_ezd_i_vyezd_v_tom_chisle_i_dlya_svoih_grazhdan
1394	2020-03-28	Граждане Украины пытаются призвать свое правительство помочь им вернуться из-за границы домой	file:///news/2020-03-27/382767-grazhdane_ukrainy_pytayutsya_prizvat_svoe_pravitelstvo_pomoch_im_vernutsya_iz_za_granitsy_domoy
1395	2020-03-27	В западне из-за коронавируса оказались тысячи украинских граждан, которые застряли в других странах	file:///news/2020-03-27/382752-v_zapadne_iz_za_koronavirusa_okazalis_tysyachi_ukrainskih_grazhdan_kotorye_zastryali_v_drugih_stranah
1396	2020-03-27	Жесткие карантинные меры вводит Украина	file:///news/2020-03-27/382715-zhestkie_karantinnye_mery_vvodit_ukraina
1397	2020-03-27	На Украине принимают экстренные меры из-за коронавируса	file:///news/2020-03-27/382708-na_ukraine_prinimayut_ekstrennye_mery_iz_za_koronavirusa
1398	2020-03-27	Крупную банду хакеров, которые торговали данными банковских карт, разоблачили в России	file:///news/2020-03-24/382528-krupnuyu_bandu_hakerov_kotorye_torgovali_dannymi_bankovskih_kart_razoblachili_v_rossii
1399	2020-03-24	США обвиняют в попытке перекупить германских специалистов, работающих над созданием вакцины от коронавируса	file:///news/2020-03-16/382070-ssha_obvinyayut_v_popytke_perekupit_germanskih_spetsialistov_rabotayuschih_nad_sozdaniem_vaktsiny_ot_koronavirusa
1400	2020-03-16	В Крыму отмечают годовщину исторического референдума	file:///news/2020-03-16/382039-v_krymu_otmechayut_godovschinu_istoricheskogo_referenduma
1401	2020-03-16	На Украине радикалы решили отметить «день добровольца»	file:///news/2020-03-15/381981-na_ukraine_radikaly_reshili_otmetit_den_dobrovoltsa
1402	2020-03-15	В Брянской области родственникам передали останки красноармейца, погибшего в 1941 году	file:///news/2020-03-14/381975-v_bryanskoy_oblasti_rodstvennikam_peredali_ostanki_krasnoarmeytsa_pogibshego_v_1941_godu
1403	2020-03-14	В Брянской области передали родным останки советского солдата, погибшего в 41-м	file:///news/2020-03-14/381959-v_bryanskoy_oblasti_peredali_rodnym_ostanki_sovetskogo_soldata_pogibshego_v_41_m
1404	2020-03-14	Петр Порошенко не явился в Госбюро расследований Украины на допрос по одному из своих 16 уголовных дел	file:///news/2020-03-13/381915-petr_poroshenko_ne_yavilsya_v_gosbyuro_rassledovaniy_ukrainy_na_dopros_po_odnomu_iz_svoih_16_ugolovnyh_del
1405	2020-03-13	На Украине Петра Порошенко разыскивают журналисты	file:///news/2020-03-13/381889-na_ukraine_petra_poroshenko_razyskivayut_zhurnalisty
1406	2020-03-13	В Киеве националисты атаковали секретаря украинского Совета безопасности Сергея Сивохо	file:///news/2020-03-12/381877-v_kieve_natsionalisty_atakovali_sekretarya_ukrainskogo_soveta_bezopasnosti_sergeya_sivoho
1407	2020-03-12	В Киеве националисты сорвали презентацию Национальной платформы примирения и единства	file:///news/2020-03-12/381855-v_kieve_natsionalisty_sorvali_prezentatsiyu_natsionalnoy_platformy_primireniya_i_edinstva
1408	2020-03-12	На Украине набирает обороты акция в поддержку 12-летнего мальчика, которого буквально затравили националисты	file:///news/2020-03-11/381822-na_ukraine_nabiraet_oboroty_aktsiya_v_podderzhku_12_letnego_malchika_kotorogo_bukvalno_zatravili_natsionalisty
1409	2020-03-11	На Украине в поддержку затравленного исполнителя военной песни поют знаменитую «Смуглянку»	file:///news/2020-03-11/381768-na_ukraine_v_podderzhku_zatravlennogo_ispolnitelya_voennoy_pesni_poyut_znamenituyu_smuglyanku
1410	2020-03-11	Россия поддерживает создание парламентского измерения «нормандского формата»	file:///news/2020-03-11/381764-rossiya_podderzhivaet_sozdanie_parlamentskogo_izmereniya_normandskogo_formata
1411	2020-03-11	В Нидерландах начались слушания по делу о катастрофе малазийского Boeing на юго-востоке Украины	file:///news/2020-03-09/381705-v_niderlandah_nachalis_slushaniya_po_delu_o_katastrofe_malaziyskogo_boeing_na_yugo_vostoke_ukrainy
1412	2020-03-09	В одесской церкви произошла драка среди раскольников	file:///news/2020-03-06/381586-v_odesskoy_tserkvi_proizoshla_draka_sredi_raskolnikov
1413	2020-03-06	Новым премьером Украины стал Денис Шмыгаль	file:///news/2020-03-04/381514-novym_premierom_ukrainy_stal_denis_shmygal
1414	2020-03-04	Верховная рада Украины поддержала отставку премьер-министра Алексея Гончарука	file:///news/2020-03-04/381504-verhovnaya_rada_ukrainy_podderzhala_otstavku_premier_ministra_alekseya_goncharuka
1415	2020-03-04	В Верховной Раде Украины должен решиться вопрос об отставке премьер-министра Алексея Гончарука	file:///news/2020-03-04/381459-v_verhovnoy_rade_ukrainy_dolzhen_reshitsya_vopros_ob_otstavke_premier_ministra_alekseya_goncharuka
1416	2020-03-04	В Дагестане ветеранам вручили юбилейные медали «75 лет Победы в Великой Отечественной войне»	file:///news/2020-02-29/381286-v_dagestane_veteranam_vruchili_yubileynye_medali_75_let_pobedy_v_velikoy_otechestvennoy_voyne
