date	title	link
April 14, 2022	Russian sappers carry out work on demining the largest power plant in the LPR	https://www.1tv.ru/news/2022-04-14/426426-rossiyskie_sapery_provodyat_raboty_po_razminirovaniyu_krupneyshey_elektrostantsii_lnr
April 14, 2022	More than 130 Ukrainian soldiers surrendered in Mariupol	https://www.1tv.ru/news/2022-04-14/426424-esche_bolee_130_ukrainskih_voennyh_sdalis_v_plen_v_mariupole
April 14, 2022	News release at 09:00 from 04/14/2022	https://www.1tv.ru/news/2022-04-14/426411-vypusk_novostey_v_09_00_ot_14_04_2022
April 14, 2022	Orphans from the Donetsk and Luhansk republics will be accepted in the Moscow region	https://www.1tv.ru/news/2022-04-14/426422-v_podmoskovie_primut_detey_sirot_iz_donetskoy_i_luganskoy_respublik
April 14, 2022	Rainy and cool weather awaits residents of European Russia this coming weekend	https://www.1tv.ru/news/2022-04-14/426421-dozhdlivaya_i_prohladnaya_pogoda_zhdet_zhiteley_evropeyskoy_rossii_v_predstoyaschie_vyhodnye
April 14, 2022	Frank James, 62, who perpetrated the shooting in the New York subway on Tuesday, will stand trial for committing a terrorist attack.	https://www.1tv.ru/news/2022-04-14/426420-ustroivshiy_vo_vtornik_strelbu_v_nyu_yorkskom_metro_62_letniy_frenk_dzheyms_predstanet_pered_sudom_za_sovershenie_terakta
April 14, 2022	Former Pakistani Prime Minister Imran Khan took part in mass protests by his supporters for the first time since being ousted from power.	https://www.1tv.ru/news/2022-04-14/426419-byvshiy_premier_pakistana_imran_han_vpervye_posle_otstraneniya_ot_vlasti_prinyal_uchastie_v_massovyh_aktsiyah_protesta_svoih_storonnikov
April 14, 2022	Russian manufacturers were able to wrap the sanctions in their favor	https://www.1tv.ru/news/2022-04-14/426418-rossiyskie_proizvoditeli_smogli_obernut_sanktsii_v_svoyu_polzu
April 14, 2022	The Russian Foreign Ministry gave a mirror response to the anti-Russian sanctions of Washington and Ottawa	https://www.1tv.ru/news/2022-04-14/426417-zerkalnyy_otvet_na_antirossiyskie_sanktsii_vashingtona_i_ottavy_dal_mid_rf
April 14, 2022	Right on the front line, they award the Russian military who distinguished themselves during a special operation in Ukraine	https://www.1tv.ru/news/2022-04-14/426416-pryamo_na_peredovoy_nagrazhdayut_rossiyskih_voennyh_kotorye_otlichilis_vo_vremya_spetsialnoy_operatsii_na_ukraine
April 14, 2022	The Ministry of Defense of the Russian Federation showed the work of anti-tank missile systems	https://www.1tv.ru/news/2022-04-14/426415-v_minoborony_rf_pokazali_rabotu_protivotankovyh_raketnyh_kompleksov
April 14, 2022	More than a thousand Ukrainian infantrymen laid down their arms yesterday	https://www.1tv.ru/news/2022-04-14/426414-nakanune_slozhili_oruzhie_bolee_tysyachi_ukrainskih_pehotintsev
April 14, 2022	A new batch of military aid to Ukraine worth hundreds of millions of dollars will be delivered from the United States	https://www.1tv.ru/news/2022-04-14/426413-novuyu_partiyu_voennoy_pomoschi_ukraine_na_sotni_millionov_dollarov_dostavyat_iz_ssha
April 14, 2022	In the DPR, neo-Nazis blocked civilians in the monastery	https://www.1tv.ru/news/2022-04-14/426412-v_dnr_neonatsisty_zablokirovali_v_monastyre_mirnyh_zhiteley
April 14, 2022	News release at 07:00 on 04/14/2022	https://www.1tv.ru/news/2022-04-14/426405-vypusk_novostey_v_07_00_ot_14_04_2022
April 14, 2022	The first ten families in the Moscow region will take 25 children from Donbass under temporary care	https://www.1tv.ru/news/2022-04-14/426410-pervye_desyat_semey_v_podmoskovie_primut_25_detey_iz_donbassa_pod_vremennuyu_opeku
April 14, 2022	The Russian Foreign Ministry imposed mirror sanctions against almost the entire composition of the House of Representatives of the US Congress	https://www.1tv.ru/news/2022-04-14/426409-mid_rossii_vvel_zerkalnye_sanktsii_protiv_pochti_polnogo_sostava_palaty_predstaviteley_kongressa_ssha
April 14, 2022	The Ministry of Defense showed footage of the work of the crews of the Fagot portable anti-tank missile systems and Shturm-S self-propelled guns	https://www.1tv.ru/news/2022-04-14/426408-v_minoborony_pokazali_kadry_raboty_raschetov_perenosnyh_protivotankovyh_raketnyh_kompleksov_fagot_i_samohodok_shturm_s
April 14, 2022	The Ministry of Defense spoke about the heroic actions of the Russian military during a special operation in Ukraine	https://www.1tv.ru/news/2022-04-14/426407-v_minoborony_rasskazali_o_geroicheskih_deystviyah_rossiyskih_voennyh_vo_vremya_spetsialnoy_operatsii_na_ukraine
April 14, 2022	At the briefing of the Ministry of Defense of the Russian Federation, they reported on new facts of the inhuman treatment of the Kyiv authorities towards their own population	https://www.1tv.ru/news/2022-04-14/426406-na_brifinge_minoborony_rf_soobschili_o_novyh_faktah_beschelovechnogo_otnosheniya_kievskih_vlastey_k_sobstvennomu_naseleniyu
April 13, 2022	Release of the program "Time" at 21:00 from 04/13/2022	https://www.1tv.ru/news/2022-04-13/426390-vypusk_programmy_vremya_v_21_00_ot_13_04_2022
April 13, 2022	Refugees from Mariupol and other cities spoke about the horrors they had to endure	https://www.1tv.ru/news/2022-04-13/426404-bezhentsy_iz_mariupolya_i_drugih_gorodov_rasskazali_ob_uzhasah_kotorye_im_prishlos_perezhit
April 13, 2022	Peaceful people pay with their lives for the shelling that the nationalists do not stop	https://www.1tv.ru/news/2022-04-13/426396-mirnye_lyudi_platyat_svoimi_zhiznyami_za_obstrely_kotorye_ne_prekraschayut_natsionalisty
April 13, 2022	Joe Biden announced the decision to provide military assistance to Kyiv for another $800 million	https://www.1tv.ru/news/2022-04-13/426403-dzho_bayden_soobschil_o_reshenii_predostavit_voennuyu_pomosch_kievu_esche_na_800_mln_dollarov
April 13, 2022	The Kakhovka canal is operating under new conditions, which provides water for 300,000 hectares of fields	https://www.1tv.ru/news/2022-04-13/426397-v_novyh_usloviyah_rabotaet_kahovskiy_kanal_kotoryy_daet_vodu_dlya_300_tysyach_gektarov_poley
April 13, 2022	In the regions of Ukraine liberated from nationalists, the sowing campaign is in full swing	https://www.1tv.ru/news/2022-04-13/426402-v_osvobozhdennyh_ot_natsionalistov_rayonah_ukrainy_polnym_hodom_idet_posevnaya
April 13, 2022	President Zelensky proposes to exchange Viktor Medvedchuk for captured Ukrainian soldiers	https://www.1tv.ru/news/2022-04-13/426394-prezident_zelenskiy_predlagaet_obmenyat_viktora_medvedchuka_na_plennyh_ukrainskih_voennyh
April 13, 2022	The military found Ukrainian drones with spray guns installed on them	https://www.1tv.ru/news/2022-04-13/426401-voennye_obnaruzhili_ukrainskie_bespilotniki_s_ustanovlennymi_na_nih_raspylitelyami
April 13, 2022	The Federation Council commented on the statements of the State Department on chemical weapons in Ukraine	https://www.1tv.ru/news/2022-04-13/426400-v_sovete_federatsii_prokommentirovali_zayavleniya_gosdepa_o_himicheskom_oruzhii_na_ukraine
April 13, 2022	First Deputy Prime Minister Andrei Belousov spoke about the support measures introduced by the government	https://www.1tv.ru/news/2022-04-13/426399-pervyy_vitse_premier_andrey_belousov_rasskazal_o_vvedennyh_pravitelstvom_merah_podderzhki
April 13, 2022	The President focuses on the development of the Arctic and the new railway line	https://www.1tv.ru/news/2022-04-13/426395-v_tsentre_vnimaniya_prezidenta_razvitie_arktiki_i_novaya_zheleznodorozhnaya_magistral
April 13, 2022	The spirit of unity and mutual support is shown by Russian fighters during a military special operation	https://www.1tv.ru/news/2022-04-13/426393-duh_edinstva_i_vzaimnoy_podderzhki_proyavlyayut_rossiyskie_boytsy_v_hode_voennoy_spetsoperatsii
April 13, 2022	The Russian Defense Ministry showed how our helicopters destroy the Ukrainian air defense system	https://www.1tv.ru/news/2022-04-13/426398-v_minoborony_rossii_pokazali_kak_nashi_vertolety_unichtozhayut_ukrainskiy_kompleks_pvo
April 13, 2022	The wounded Irina Kuksenkova is under the supervision of the best doctors of the Vishnevsky hospital in Moscow	https://www.1tv.ru/news/2022-04-13/426392-ranenaya_irina_kuksenkova_nahoditsya_pod_nablyudeniem_luchshih_vrachey_gospitalya_vishnevskogo_v_moskve
April 13, 2022	More than a thousand Ukrainian marines, including officers, ceased resistance in Mariupol	https://www.1tv.ru/news/2022-04-13/426391-bolee_tysyachi_ukrainskih_morpehov_v_tom_chisle_ofitsery_prekratili_soprotivlenie_v_mariupole
April 13, 2022	News release at 18:00 from 04/13/2022	https://www.1tv.ru/news/2022-04-13/426382-vypusk_novostey_v_18_00_ot_13_04_2022
April 13, 2022	In Kherson region, liberated by the Russian military, the sowing campaign is in full swing	https://www.1tv.ru/news/2022-04-13/426389-v_osvobozhdennoy_rossiyskimi_voennymi_hersonskoy_oblasti_vovsyu_idet_posevnaya
April 13, 2022	The Russian military found drones with spray guns in one of the abandoned parts of the Armed Forces of Ukraine	https://www.1tv.ru/news/2022-04-13/426388-rossiyskie_voennye_obnaruzhili_v_odnoy_iz_ostavlennyh_chastey_vsu_bespilotniki_s_raspylitelyami
April 13, 2022	Valentina Matvienko called the allegations of Russia's alleged plans to use chemical weapons a lie	https://www.1tv.ru/news/2022-04-13/426387-valentina_matvienko_nazvala_lozhyu_obvineniya_v_yakoby_planah_rossii_ispolzovat_himoruzhie
April 13, 2022	The President held a meeting on the development of the Arctic and the construction of the Northern Latitudinal Railway	https://www.1tv.ru/news/2022-04-13/426386-prezident_provel_soveschanie_o_razvitii_arktiki_i_stroitelstve_severnogo_shirotnogo_hoda
April 13, 2022	Dmitry Peskov commented on the detention of opposition leader Viktor Medvedchuk in Kyiv	https://www.1tv.ru/news/2022-04-13/426385-dmitriy_peskov_prokommentiroval_zaderzhanie_v_kieve_oppozitsionera_viktora_medvedchuka
April 13, 2022	Correspondent Irina Kuksenkova, injured during filming, is being treated in Moscow	https://www.1tv.ru/news/2022-04-13/426384-ranenaya_vo_vremya_s_emok_korrespondent_irina_kuksenkova_prohodit_lechenie_v_moskve
April 13, 2022	More than a thousand Ukrainian marines surrendered at the Mariupol Plant named after Ilyich	https://www.1tv.ru/news/2022-04-13/426383-na_mariupolskom_zavode_imeni_ilicha_v_plen_sdalis_bolee_tysyachi_ukrainskih_morpehov
April 13, 2022	News release at 15:00 on 04/13/2022	https://www.1tv.ru/news/2022-04-13/426374-vypusk_novostey_v_15_00_ot_13_04_2022
April 13, 2022	The embarrassment and reservations of Joe Biden are again on the front pages of the American media today	https://www.1tv.ru/news/2022-04-13/426381-konfuzy_i_ogovorki_dzho_baydena_segodnya_snova_na_pervyh_polosah_amerikanskih_smi
April 13, 2022	The Russian Foreign Ministry commented on Ukraine's statements about plans to extort testimony from Viktor Medvedchuk	https://www.1tv.ru/news/2022-04-13/426380-v_mid_rf_prokommentirovali_zayavleniya_ukrainy_o_planah_vybit_pokazaniya_iz_viktora_medvedchuka
April 13, 2022	The Russian side opens daily humanitarian corridors for refugees from Kharkov and Mariupol	https://www.1tv.ru/news/2022-04-13/426379-rossiyskaya_storona_ezhednevno_otkryvaet_gumkoridory_dlya_bezhentsev_iz_harkova_i_mariupolya
April 13, 2022	The Federation Council commented on statements about Russia's alleged plans to use chemical weapons in Ukraine	https://www.1tv.ru/news/2022-04-13/426376-v_sovfede_prokommentirovali_zayavleniya_o_yakoby_planah_rossii_primeneniya_himoruzhiya_na_ukraine
April 13, 2022	Channel One correspondent wounded in Mariupol is in Moscow under medical supervision	https://www.1tv.ru/news/2022-04-13/426378-ranenaya_v_mariupole_korrespondent_pervogo_kanala_nahoditsya_v_moskve_pod_nablyudeniem_vrachey
April 13, 2022	The Ministry of Defense of the Russian Federation reported on a large group of Ukrainian soldiers who voluntarily surrendered	https://www.1tv.ru/news/2022-04-13/426377-v_minoborony_rf_soobschili_o_krupnoy_gruppe_dobrovolno_sdavshihsya_v_plen_ukrainskih_voennyh
April 13, 2022	Vladimir Putin instructed to begin active construction of the Northern Latitudinal Railway	https://www.1tv.ru/news/2022-04-13/426375-vladimir_putin_poruchil_nachat_aktivnoe_stroitelstvo_zheleznodorozhnogo_severnogo_shirotnogo_hoda
April 13, 2022	News release at 14:00 on 04/13/2022	https://www.1tv.ru/news/2022-04-13/426367-vypusk_novostey_v_14_00_ot_13_04_2022
April 13, 2022	Russian sappers monitor the safety of farmers in the Kharkiv region	https://www.1tv.ru/news/2022-04-13/426373-rossiyskie_sapery_sledyat_za_bezopasnostyu_fermerov_v_harkovskoy_oblasti
April 13, 2022	The FSB stopped the activities of a suspect in the propaganda of the banned Hizb ut-Tahrir in Crimea	https://www.1tv.ru/news/2022-04-13/426372-fsb_presekla_v_krymu_deyatelnost_podozrevaemogo_v_propagande_zapreschennoy_hizb_ut_tahrir
April 13, 2022	Maria Zakharova: The Ministry of Internal Affairs of Ukraine is acting in relation to Medvedchuk according to the British scheme	https://www.1tv.ru/news/2022-04-13/426371-mariya_zaharova_mvd_ukrainy_deystvuet_v_otnoshenii_medvedchuka_po_britanskoy_sheme
April 13, 2022	Ukrainian security forces shelled four settlements of the LPR in a day	https://www.1tv.ru/news/2022-04-13/426370-ukrainskie_siloviki_za_sutki_obstrelyali_chetyre_naselennyh_punkta_lnr
April 13, 2022	More than a thousand Ukrainian servicemen voluntarily laid down their arms and surrendered in Mariupol	https://www.1tv.ru/news/2022-04-13/426369-bolee_tysyachi_ukrainskih_voennosluzhaschih_dobrovolno_slozhili_oruzhie_i_sdalis_v_plen_v_mariupole
April 13, 2022	Vladimir Putin: the solution of social, economic, infrastructure problems in the Arctic has always been and remains a priority for Russia	https://www.1tv.ru/news/2022-04-13/426368-vladimir_putin_reshenie_sotsialnyh_ekonomicheskih_infrastrukturnyh_zadach_v_arktike_vsegda_bylo_i_ostaetsya_prioritetom_dlya_rossii
April 13, 2022	News release at 13:00 on 04/13/2022	https://www.1tv.ru/news/2022-04-13/426358-vypusk_novostey_v_13_00_ot_13_04_2022
April 13, 2022	Refugees from Ukraine talk about the shelling of civilians by the Armed Forces of Ukraine	https://www.1tv.ru/news/2022-04-13/426366-bezhentsy_s_ukrainy_rasskazyvayut_ob_obstrelah_vsu_mirnyh_zhiteley
April 13, 2022	Over the past day in the DPR, two civilians were killed due to shelling, nine more were injured	https://www.1tv.ru/news/2022-04-13/426364-za_minuvshie_sutki_v_dnr_iz_za_obstrelov_pogibli_dva_mirnyh_zhitelya_esche_devyat_poluchili_raneniya
April 13, 2022	Kyiv authorities plan to stage a provocation in the city of Irpin, Kyiv region	https://www.1tv.ru/news/2022-04-13/426363-kievskie_vlasti_planiruyut_ustroit_provokatsiyu_v_gorode_irpen_kievskoy_oblasti
April 13, 2022	More than a billion dollars has already been spent on an information campaign against Russia	https://www.1tv.ru/news/2022-04-13/426362-bolee_milliarda_dollarov_uzhe_potracheno_na_provedenie_informatsionnoy_kampanii_protiv_rossii
April 13, 2022	A group of attack helicopters of the Russian Federation struck back, destroying the launcher and the crew of the Armed Forces of Ukraine	https://www.1tv.ru/news/2022-04-13/426361-gruppa_udarnyh_vertoletov_rf_nanesla_otvetnyy_udar_unichtozhiv_puskovuyu_ustanovku_i_raschet_vsu
April 13, 2022	Vladimir Putin holds a meeting on the development of the Arctic zone of the Russian Federation via videoconference	https://www.1tv.ru/news/2022-04-13/426365-vladimir_putin_v_rezhime_videokonferentsii_provodit_soveschanie_po_razvitiyu_arkticheskoy_zony_rf
April 13, 2022	Irina Kuksenkova, who was injured in the industrial zone of Mariupol, is in a Russian hospital	https://www.1tv.ru/news/2022-04-13/426360-irina_kuksenkova_poluchivshaya_raneniya_v_promzone_mariupolya_nahoditsya_v_rossiyskom_gospitale
April 13, 2022	The Ministry of Defense told about a large group of Ukrainian soldiers who voluntarily surrendered	https://www.1tv.ru/news/2022-04-13/426359-v_minoborony_rasskazali_o_krupnoy_gruppe_dobrovolno_sdavshihsya_v_plen_ukrainskih_voennyh
April 13, 2022	News release at 12:00 on 04/13/2022	https://www.1tv.ru/news/2022-04-13/426351-vypusk_novostey_v_12_00_ot_13_04_2022
April 13, 2022	The number of refugees from Donbass and Ukraine who arrived in Russia exceeded 770 thousand	https://www.1tv.ru/news/2022-04-13/426357-chislo_bezhentsev_iz_donbassa_i_s_ukrainy_kotorye_pribyli_v_rossiyu_prevysilo_770_tysyach
April 13, 2022	In the Kherson region, thanks to assistance from Russia, more than half of the farmers have already started the sowing campaign	https://www.1tv.ru/news/2022-04-13/426356-v_hersonskoy_oblasti_blagodarya_pomoschi_iz_rossii_bolshe_poloviny_fermerov_uzhe_nachali_posevnuyu_kampaniyu
April 13, 2022	The Federation Council discussed how the Russian economy is coping with Western sanctions	https://www.1tv.ru/news/2022-04-13/426355-v_sovete_federatsii_obsudili_kak_rossiyskaya_ekonomika_spravlyaetsya_s_zapadnymi_sanktsiyami
April 13, 2022	Irina Kuksenkova, who was injured while filming a report in Mariupol, is under medical supervision	https://www.1tv.ru/news/2022-04-13/426354-irina_kuksenkova_poluchivshaya_raneniya_vo_vremya_s_emok_reportazha_v_mariupole_nahoditsya_pod_nablyudeniem_vrachey
April 13, 2022	In the Luhansk People's Republic, Ukrainian security forces shelled four settlements in a day	https://www.1tv.ru/news/2022-04-13/426353-v_luganskoy_narodnoy_respublike_ukrainskie_siloviki_za_sutki_obstrelyali_chetyre_naselennyh_punkta
April 13, 2022	In Mariupol, more than a thousand Ukrainian servicemen voluntarily laid down their arms and surrendered	https://www.1tv.ru/news/2022-04-13/426352-v_mariupole_bolee_tysyachi_ukrainskih_voennosluzhaschih_dobrovolno_slozhili_oruzhie_i_sdalis_v_plen
April 13, 2022	News release at 09:00 on 04/13/2022	https://www.1tv.ru/news/2022-04-13/426341-vypusk_novostey_v_09_00_ot_13_04_2022
April 13, 2022	A rally in support of the Russian army was held in Moscow at the Victory Museum	https://www.1tv.ru/news/2022-04-13/426350-aktsiya_v_podderzhku_rossiyskoy_armii_proshla_v_moskve_v_muzee_pobedy
April 13, 2022	In Kherson, on the Walk of Fame, for the first time in a long time, the Eternal Flame was lit again	https://www.1tv.ru/news/2022-04-13/426349-v_hersone_na_allee_slavy_vpervye_za_dolgoe_vremya_snova_zazhgli_vechnyy_ogon
April 13, 2022	Armed Forces of Ukraine continue shelling the LPR with phosphorus and cluster shells	https://www.1tv.ru/news/2022-04-13/426348-vsu_prodolzhayut_obstrely_lnr_fosfornymi_i_kassetnymi_snaryadami
April 13, 2022	Every day the Russian side opens humanitarian corridors for refugees from Kharkov and Mariupol	https://www.1tv.ru/news/2022-04-13/426347-ezhednevno_rossiyskaya_storona_otkryvaet_gumanitarnye_koridory_dlya_bezhentsev_iz_harkova_i_mariupolya
April 13, 2022	American media publishes reservations of the President of the United States	https://www.1tv.ru/news/2022-04-13/426346-amerikanskie_smi_publikuyut_ogovorki_prezidenta_ssha
April 13, 2022	The Security Service of Ukraine has distributed a photo of Viktor Medvedchuk in handcuffs	https://www.1tv.ru/news/2022-04-13/426345-sluzhba_bezopasnosti_ukrainy_rasprostranila_foto_viktora_medvedchuka_v_naruchnikah
April 13, 2022	Decisive actions, courage and courage allow Russian servicemen to fulfill their duty	https://www.1tv.ru/news/2022-04-13/426344-reshitelnye_deystviya_smelost_i_otvaga_pozvolyayut_rossiyskim_voennosluzhaschim_vypolnyat_svoy_dolg
April 13, 2022	Correspondent of Channel One Irina Kuksenkova told who covered it with himself during the shelling in Mariupol	https://www.1tv.ru/news/2022-04-13/426343-korrespondent_pervogo_kanala_irina_kuksenkova_rasskazala_kto_zakryl_ee_soboy_vo_vremya_obstrela_v_mariupole
April 13, 2022	The Ministry of Defense of the Russian Federation announced a new impending provocation by the Kyiv regime	https://www.1tv.ru/news/2022-04-13/426342-ministerstvo_oborony_rf_soobschilo_o_novoy_gotovyascheysya_provokatsii_so_storony_kievskogo_rezhima
April 13, 2022	News release at 07:00 on 04/13/2022	https://www.1tv.ru/news/2022-04-13/426333-vypusk_novostey_v_07_00_ot_13_04_2022
April 13, 2022	Grigory Leps gave a charity concert "For Russia" for the military and their families	https://www.1tv.ru/news/2022-04-13/426340-grigoriy_leps_dal_blagotvoritelnyy_kontsert_za_rossiyu_dlya_voennyh_i_chlenov_ih_semey
April 13, 2022	Another photo of a man in handcuffs, similar to Viktor Medvedchuk, appeared on the Internet	https://www.1tv.ru/news/2022-04-13/426338-v_internete_poyavilas_esche_odna_fotografiya_cheloveka_v_naruchnikah_pohozhego_na_viktora_medvedchuka
April 13, 2022	Residents of the areas of Mariupol liberated from nationalists spoke about the atrocities of the Ukrainian military	https://www.1tv.ru/news/2022-04-13/426337-zhiteli_osvobozhdennyh_ot_natsionalistov_rayonov_mariupolya_rasskazali_o_zverstvah_ukrainskih_voennyh
April 13, 2022	In Kherson, which is under the complete control of the Russian military, the eternal flame was lit again on the Walk of Fame	https://www.1tv.ru/news/2022-04-13/426339-v_hersone_kotoryy_nahoditsya_pod_polnym_kontrolem_rossiyskih_voennyh_snova_zazhegsya_vechnyy_ogon_na_allee_slavy
April 13, 2022	Correspondent of Channel One Irina Kuksenkova, who was injured in the shelling in Donbass, is safe	https://www.1tv.ru/news/2022-04-13/426336-korrespondent_pervogo_kanala_irina_kuksenkova_postradavshaya_v_rezultate_obstrela_v_donbasse_v_bezopasnosti
April 13, 2022	The Ministry of Defense reports on the courageous actions of the Russian military during a special operation in Ukraine	https://www.1tv.ru/news/2022-04-13/426335-minoborony_soobschaet_ob_otvazhnyh_deystviyah_rossiyskih_voennyh_vo_vremya_spetsoperatsii_na_ukraine
April 13, 2022	Seven civilians were injured in Mariupol during shelling by the Armed Forces of Ukraine	https://www.1tv.ru/news/2022-04-13/426334-sem_mirnyh_zhiteley_postradali_v_mariupole_vo_vremya_obstrelov_so_storony_vooruzhennyh_sil_ukrainy
April 12, 2022	The release of the program "Time" at 21:00 from 04/12/2022	https://www.1tv.ru/news/2022-04-12/426308-vypusk_programmy_vremya_v_21_00_ot_12_04_2022
April 12, 2022	Exactly 61 years ago, Yuri Gagarin opened a new era in the history of mankind	https://www.1tv.ru/news/2022-04-12/426327-rovno_61_god_nazad_yuriy_gagarin_otkryl_novuyu_eru_v_istorii_chelovechestva
April 12, 2022	The Council of the World Medical Association did not exclude the National Medical Chamber of Russia from the organization	https://www.1tv.ru/news/2022-04-12/426329-sovet_vsemirnoy_meditsinskoy_assotsiatsii_ne_stal_isklyuchat_iz_sostava_organizatsii_natsionalnuyu_meditsinskuyu_palatu_rossii
April 12, 2022	The President of the United States again found himself in an awkward situation	https://www.1tv.ru/news/2022-04-12/426328-prezident_soedinennyh_shtatov_snova_popal_v_nelovkuyu_situatsiyu
April 12, 2022	Shooting in the New York subway, 16 injured	https://www.1tv.ru/news/2022-04-12/426331-v_metro_nyu_yorka_proizoshla_strelba_raneny_16_chelovek
April 12, 2022	A new railway bridge was opened on the Trans-Siberian Railway	https://www.1tv.ru/news/2022-04-12/426314-na_transsibirskoy_magistrali_otkryt_novyy_zheleznodorozhnyy_most
April 12, 2022	Additional measures to support the Russian economy in the context of Western sanctions were approved by the Cabinet of Ministers	https://www.1tv.ru/news/2022-04-12/426313-dopolnitelnye_mery_podderzhki_rossiyskoy_ekonomiki_v_usloviyah_zapadnyh_sanktsiy_utverdil_kabmin
April 12, 2022	Vladimir Putin instructed the heads of regions to take part in organizing the Strong Ideas for the New Times forum	https://www.1tv.ru/news/2022-04-12/426326-vladimir_putin_poruchil_glavam_regionov_prinyat_uchastie_v_organizatsii_foruma_silnye_idei_dlya_novogo_vremeni
April 12, 2022	Russia will not leave unanswered the expulsion of its diplomats from France	https://www.1tv.ru/news/2022-04-12/426325-rossiya_ne_ostavit_bez_otveta_vysylku_svoih_diplomatov_iz_frantsii
April 12, 2022	Leader of the Opposition Platform - For Life party Viktor Medvedchuk detained in Ukraine	https://www.1tv.ru/news/2022-04-12/426332-na_ukraine_zaderzhan_lider_partii_oppozitsionnaya_platforma_za_zhizn_viktor_medvedchuk
April 12, 2022	Volodymyr Zelensky refused to receive German President Frank-Walter Steinmeier	https://www.1tv.ru/news/2022-04-12/426324-vladimir_zelenskiy_otkazalsya_prinimat_prezidenta_germanii_franka_valtera_shtaynmayera
April 12, 2022	A supporter of the "Right Sector" banned in Russia was detained in the Moscow region	https://www.1tv.ru/news/2022-04-12/426316-v_podmoskovie_zaderzhan_storonnik_zapreschennogo_v_rossii_pravogo_sektora
April 12, 2022	In the Moscow region, schoolchildren collect humanitarian aid for their peers in the Donbass	https://www.1tv.ru/news/2022-04-12/426323-v_podmoskovie_shkolniki_sobirayut_gumanitarnuyu_pomosch_dlya_svoih_sverstnikov_v_donbasse
April 12, 2022	What neo-Nazis were doing in Mariupol was shown to foreign journalists	https://www.1tv.ru/news/2022-04-12/426321-chto_tvorili_neonatsisty_v_mariupole_pokazali_inostrannym_zhurnalistam
April 12, 2022	Russian frigate "Admiral Essen" destroyed a Ukrainian drone	https://www.1tv.ru/news/2022-04-12/426318-rossiyskiy_fregat_admiral_essen_unichtozhil_ukrainskiy_bespilotnik
April 12, 2022	To help a comrade on the battlefield, our soldiers and officers consider it their duty	https://www.1tv.ru/news/2022-04-12/426320-pomoch_tovarischu_na_pole_boya_nashi_soldaty_i_ofitsery_schitayut_svoim_dolgom
April 12, 2022	Channel One correspondent Irina Kuksenkova spoke about her health	https://www.1tv.ru/news/2022-04-12/426330-korrespondent_pervogo_kanala_irina_kuksenkova_rasskazala_o_svoem_samochuvstvii
April 12, 2022	Film crew of Channel One came under fire from nationalists in Mariupol	https://www.1tv.ru/news/2022-04-12/426312-s_emochnaya_gruppa_pervogo_kanala_popala_pod_obstrel_natsionalistov_v_mariupole
April 12, 2022	On Cosmonautics Day, the Presidents of Russia and Belarus visited the Vostochny Cosmodrome in the Amur Region	https://www.1tv.ru/news/2022-04-12/426311-v_den_kosmonavtiki_prezidenty_rossii_i_belorussii_pobyvali_na_kosmodrome_vostochnyy_v_amurskoy_oblasti
April 12, 2022	Following the talks, Vladimir Putin and Alexander Lukashenko answered journalists' questions	https://www.1tv.ru/news/2022-04-12/426310-po_itogam_peregovorov_vladimir_putin_i_aleksandr_lukashenko_otvetili_na_voprosy_zhurnalistov
April 12, 2022	News release at 18:00 on 04/12/2022	https://www.1tv.ru/news/2022-04-12/426300-vypusk_novostey_v_18_00_ot_12_04_2022
April 12, 2022	A new railway bridge across the Areda River was opened in the Trans-Baikal Territory	https://www.1tv.ru/news/2022-04-12/426304-novyy_zheleznodorozhnyy_most_cherez_reku_areda_otkryli_v_zabaykalskom_krae
April 12, 2022	The Russian government approved additional measures to support the economy amid sanctions pressure on the country	https://www.1tv.ru/news/2022-04-12/426306-rossiyskoe_pravitelstvo_utverdilo_dopolnitelnye_mery_podderzhki_ekonomiki_na_fone_sanktsionnogo_davleniya_na_stranu
April 12, 2022	The President of the Russian Federation instructed the heads of regions to personally take part in the organization of the forum "Strong ideas for the new time"	https://www.1tv.ru/news/2022-04-12/426303-prezident_rf_poruchil_glavam_regionov_lichno_prinyat_uchastie_v_organizatsii_foruma_silnye_idei_dlya_novogo_vremeni
April 12, 2022	Vladimir Putin congratulated the new Prime Minister of Pakistan, Shehbaz Sharif, on his election to this post	https://www.1tv.ru/news/2022-04-12/426307-vladimir_putin_pozdravil_novogo_premiera_pakistana_shehbaza_sharifa_s_izbraniem_na_etot_post
April 12, 2022	During the filming of an exclusive report in Mariupol, Channel One correspondent Irina Kuksenkova was injured	https://www.1tv.ru/news/2022-04-12/426302-vo_vremya_s_emok_eksklyuzivnogo_reportazha_v_mariupole_korrespondent_pervogo_kanala_irina_kuksenkova_poluchila_raneniya
April 12, 2022	The Presidents of Russia and Belarus spoke about the future of the space industry for Moscow and Minsk at the Vostochny Cosmodrome	https://www.1tv.ru/news/2022-04-12/426301-o_buduschem_kosmicheskoy_otrasli_dlya_moskvy_i_minska_govorili_prezidenty_rossii_i_belorussii_na_kosmodrome_vostochnyy
